Ngay_chay,N_data,K,lambda,freq_GHz,N_run,Acc_kNN,Acc_kNMAP,Speed_LOS,Speed_NLOS
13/04/2026 16:18:47,80,3,0.00088,2.0,100,85.85,89.41,183.27,106.78
07/06/2026 12:02:23,Single_run,80,3,0.00088,28.62,150,2.0,10,30,9,-94.98,320.0,1,82.95,0,88.64,0,15,10,88,74.86,5.17,62.30,81.26,97.02,7.23,69.79,103.48,58.94,45.86,183.10,17.18,161.83,224.83,109.48,24.01,88.06,199.95,73.62,40.2,2.83,1.79,9.39,5.93,5.68,1.04,Single run patched
3.46,
